Unique Class Stereotype,Class Count
boundary lazy-class degenerate,1
data-provider data-class small-class,2
data-provider,1
commander boundary degenerate,1
commander boundary small-class,3
degenerate,10
factory controller small-class,1
commander,3
boundary degenerate,13
commander boundary,11
commander small-class,11
entity boundary,14
boundary,3
pure-controller degenerate,3
entity commander boundary,1
boundary degenerate small-class,18
pure-controller small-class,2
pure-controller,3
empty,37
unclassified,8
entity boundary small-class,2
small-class,7
pure-controller degenerate small-class,10
data-provider boundary data-class small-class,2
boundary small-class,6
degenerate small-class,6
Total,179
