Unique Class Stereotype,Class Count
boundary controller degenerate,1
factory degenerate small-class,1
data-class,3
lazy-class degenerate,1
boundary data-class small-class,1
boundary data-class,2
minimal-entity commander boundary,1
data-provider boundary data-class small-class,5
entity minimal-entity lazy-class,1
data-provider small-class,1
data-provider boundary degenerate,1
data-provider degenerate,1
entity boundary small-class,20
factory controller data-class small-class,1
data-provider boundary small-class,1
entity,4
controller degenerate,1
boundary lazy-class degenerate,1
boundary controller,1
boundary small-class,8
data-provider boundary,10
boundary degenerate,19
commander boundary,97
factory pure-controller degenerate small-class,22
controller,16
controller small-class,4
unclassified,80
small-class,53
data-provider data-class small-class,1
commander lazy-class,1
commander boundary lazy-class degenerate,4
boundary degenerate small-class,59
pure-controller degenerate small-class,24
entity commander boundary,16
pure-controller degenerate,1
lazy-class,1
factory controller,1
entity small-class,3
empty,107
commander,89
controller lazy-class degenerate,3
commander boundary degenerate,1
pure-controller,3
degenerate,114
boundary,46
pure-controller small-class,4
commander small-class,39
entity boundary degenerate,4
degenerate small-class,10
commander boundary small-class,68
data-class small-class,1
entity boundary,35
lazy-class small-class,4
data-provider,28
entity data-provider boundary,6
Total,1030
