Unique Method Stereotype,Method Count
predicate non-void-command,2
get set,1
factory collaborator stateless,1
factory controller stateless,2
get collaborator,14
non-void-command factory collaborator,5
controller stateless,134
command,51
command collaborator,27
property wrapper,3
get non-void-command collaborator,6
empty,4
factory controller,6
set,35
constructor,26
wrapper stateless,9
property non-void-command collaborator,43
property controller,11
set collaborator,9
property,2
incidental,2
predicate non-void-command collaborator,8
controller,2
get set collaborator,15
property set collaborator,2
predicate,4
property factory collaborator,2
property non-void-command,6
property non-void-command factory collaborator,3
property factory controller,1
get,52
collaborator incidental,7
get property non-void-command collaborator,1
Total,496
