Unique Class Stereotype,Class Count
commander,2
data-provider,1
degenerate small-class,2
entity small-class,1
boundary data-class small-class,2
boundary degenerate small-class,1
entity commander boundary,1
factory controller,1
commander small-class,2
pure-controller small-class,1
data-class,3
pure-controller degenerate small-class,51
empty,36
unclassified,5
boundary,4
pure-controller degenerate,13
controller small-class,8
entity boundary,4
degenerate,2
small-class,8
entity boundary small-class,6
boundary degenerate,1
Total,155
