Unique Class Stereotype,Class Count
pure-controller,1
boundary data-class small-class,1
controller,2
entity,1
data-provider lazy-class small-class,1
pure-controller degenerate,3
data-provider boundary small-class,1
factory controller data-class small-class,1
controller small-class,3
unclassified,18
boundary small-class,1
data-provider data-class,3
data-provider boundary data-class small-class,7
data-provider boundary,14
data-class small-class,2
entity boundary,27
data-provider boundary data-class,5
data-provider small-class,3
boundary degenerate small-class,7
commander small-class,5
factory pure-controller small-class,1
entity commander boundary,2
pure-controller degenerate small-class,5
data-class,1
commander boundary small-class,12
degenerate small-class,2
entity minimal-entity boundary,1
pure-controller small-class,1
boundary,26
degenerate,5
commander boundary degenerate,21
factory controller,2
empty,95
commander,3
boundary degenerate,11
commander boundary,3
entity boundary small-class,9
small-class,8
entity data-provider boundary,2
data-provider data-class small-class,4
data-provider,4
factory controller small-class,1
Total,325
