Class Name,Class Stereotype,Method Name,Method Stereotype
"PathingBlockTypeTest","pure-controller degenerate small-class","testBits","controller stateless"
"ActionCostsTest","commander small-class","testFallNBlocksCost","command"
"ActionCostsTest","commander small-class","ticksToBlocks","wrapper stateless"
"GoalGetToBlockTest","pure-controller degenerate small-class","isInGoal","controller stateless"
"OpenSetsTest","pure-controller small-class","OpenSetsTest","constructor"
"OpenSetsTest","pure-controller small-class","testSize","controller"
"CachedRegionTest","boundary degenerate small-class","blockPosSaving","wrapper stateless"
"SchematicPlacementUnloaded","data-provider boundary data-class","getName","get"
"SchematicPlacementUnloaded","data-provider boundary data-class","getSchematicFile","get collaborator"
"SchematicPlacementUnloaded","data-provider boundary data-class","getOrigin","get collaborator"
"SchematicPlacement","data-provider boundary data-class small-class","getRotation","get collaborator"
"SchematicPlacement","data-provider boundary data-class small-class","getMirror","get collaborator"
"SchematicWorld","boundary degenerate small-class","getSchematic","collaborator stateless"
"VarInt","data-provider data-class","VarInt","constructor"
"VarInt","data-provider data-class","getValue","get"
"VarInt","data-provider data-class","getSize","get"
"VarInt","data-provider data-class","serialize","get"
"SchematicAdapter","unclassified","SchematicAdapter","constructor"
"SchematicAdapter","unclassified","desiredState","property non-void-command collaborator"
"SchematicAdapter","unclassified","getDirect","property non-void-command collaborator"
"SchematicAdapter","unclassified","widthX","property non-void-command"
"SchematicAdapter","unclassified","heightY","property non-void-command"
"SchematicAdapter","unclassified","lengthZ","property non-void-command"
"SpongeSchematic","empty","SpongeSchematic","constructor"
"MCEditSchematic","empty","MCEditSchematic","constructor"
"LitematicaSchematic","boundary","LitematicaSchematic","constructor"
"LitematicaSchematic","boundary","getMinOfSchematic","property wrapper"
"LitematicaSchematic","boundary","fillInSchematic","command collaborator"
"LitematicaSchematic","boundary","writeSubregionIntoSchematic","command collaborator"
"LitematicaSchematic","boundary","getOffsetMinCorner","get collaborator"
"LitematicaSchematic","boundary","getX","get"
"LitematicaSchematic","boundary","getY","get"
"LitematicaSchematic","boundary","getZ","get"
"LitematicaSchematic","boundary","setDirect","set collaborator"
"LitematicaSchematic","boundary","getCopy","property factory"
"SchematicSystem","entity boundary small-class","SchematicSystem","constructor"
"SchematicSystem","entity boundary small-class","getRegistry","get collaborator"
"SchematicSystem","entity boundary small-class","getByFile","property non-void-command collaborator"
"MapArtSchematic","data-provider boundary data-class small-class","MapArtSchematic","constructor"
"MapArtSchematic","data-provider boundary data-class small-class","partOfMask","get collaborator"
"PathingBlockType","data-provider data-class small-class","PathingBlockType","constructor"
"PathingBlockType","data-provider data-class small-class","getBits","get"
"MutableMoveResult","commander small-class","MutableMoveResult","constructor"
"MutableMoveResult","commander small-class","reset","command"
"BetterWorldBorder","data-provider small-class","BetterWorldBorder","constructor"
"BetterWorldBorder","data-provider small-class","entirelyContains","predicate"
"BetterWorldBorder","data-provider small-class","canPlaceAt","predicate"
"PlayerMovementInput","commander small-class","PlayerMovementInput","constructor"
"PlayerMovementInput","commander small-class","tick","command"
"PathingCommandContext","empty","PathingCommandContext","constructor"
"GuiClick","entity boundary","GuiClick","constructor"
"GuiClick","entity boundary","isPauseScreen","incidental"
