Unique Method Stereotype,Method Count
get predicate non-void-command,1
property factory wrapper,6
property factory controller,1
get set collaborator,12
property factory collaborator,6
get property factory controller,2
get predicate controller,1
factory wrapper stateless,4
predicate collaborator,2
get set factory collaborator,2
get non-void-command,2
get property wrapper,4
get property non-void-command factory,1
property non-void-command factory,1
get property non-void-command factory collaborator,2
factory collaborator,1
factory controller stateless,30
property,18
wrapper,9
command collaborator,152
get non-void-command collaborator,2
property wrapper,64
property factory,20
predicate non-void-command,37
predicate wrapper,8
get collaborator,106
copy-constructor,2
predicate non-void-command collaborator,73
incidental,58
controller,17
get property set factory collaborator,3
collaborator stateless,6
void-accessor command collaborator,5
wrapper stateless,117
constructor,240
set,27
command,60
factory controller,2
empty,21
controller stateless,49
set collaborator,11
property non-void-command collaborator,150
property controller,12
predicate,20
property collaborator,5
property non-void-command,48
predicate set,2
property non-void-command factory collaborator,42
non-void-command factory collaborator,10
predicate controller,21
property set collaborator,4
stateless,6
get,64
get property non-void-command collaborator,3
collaborator incidental,8
Total,1580
