Unique Method Stereotype,Method Count
predicate non-void-command collaborator,1
factory collaborator incidental,1
property non-void-command factory collaborator,4
non-void-command collaborator,37
set collaborator,8
non-void-command factory collaborator,1
predicate wrapper,7
property non-void-command collaborator,91
command collaborator,2
wrapper stateless,6
set,2
constructor,56
command,1
copy-constructor,28
collaborator incidental,3
wrapper,3
property set collaborator,2
controller stateless,3
Total,256
