Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
lazy-class degenerate,1
commander boundary degenerate,1
data-provider degenerate,4
boundary data-class small-class,1
boundary degenerate,1
commander boundary,12
lazy-class small-class,1
entity commander boundary,1
boundary degenerate small-class,1
degenerate,18
commander,5
commander degenerate,1
data-provider boundary,2
data-provider boundary data-class small-class,1
entity boundary small-class,1
small-class,2
empty,46
unclassified,12
degenerate small-class,17
Total,129
