Unique Method Stereotype,Method Count
void-accessor set,1
collaborator,1
stateless,3
void-accessor set collaborator,1
predicate,2
property,22
factory collaborator incidental,20
property factory collaborator,23
void-accessor command,4
collaborator stateless,1
destructor,1
factory controller stateless,1
get set collaborator,2
collaborator incidental,50
get,14
get collaborator,13
void-accessor controller,3
get property collaborator,6
set,33
constructor,114
property factory wrapper,2
command collaborator,168
void-accessor command collaborator,16
command,154
empty,7
get set,1
wrapper,42
non-void-command collaborator,2
predicate wrapper,3
predicate non-void-command,9
get non-void-command collaborator,2
property wrapper,319
incidental,358
controller,4
predicate non-void-command collaborator,7
controller stateless,5
set collaborator,49
property non-void-command collaborator,21
property controller,2
wrapper stateless,56
void-accessor wrapper,3
property non-void-command factory collaborator,9
predicate set,1
property collaborator,21
property non-void-command,26
Total,1602
