Unique Method Stereotype,Method Count
property non-void-command factory collaborator,1
wrapper stateless,408
get wrapper,13
predicate,126
collaborator incidental,214
get,214
get property non-void-command collaborator,3
predicate set,19
property non-void-command,59
property collaborator,231
incidental,200
controller,277
get collaborator,241
unclassified,4
command,427
property,81
command collaborator,1218
property controller,68
set collaborator,138
property non-void-command collaborator,219
property wrapper,91
get non-void-command collaborator,4
predicate wrapper,43
void-accessor wrapper,8
predicate non-void-command,148
property set collaborator,4
destructor,128
predicate non-void-command collaborator,385
wrapper,43
property set,7
factory collaborator incidental,6
constructor,622
set,168
get predicate set,1
factory controller stateless,1
void-accessor command,32
predicate set collaborator,21
collaborator,32
get property wrapper,3
get non-void-command,4
predicate controller,95
controller stateless,530
non-void-command factory collaborator,1
void-accessor command collaborator,38
predicate collaborator,92
void-accessor,3
copy-constructor,21
void-accessor collaborator,12
empty,186
factory controller,1
property factory collaborator,2
get set collaborator,2
get predicate collaborator,1
get property,1
get property collaborator,11
get property non-void-command,3
get predicate set collaborator,1
get set,2
get predicate non-void-command,1
void-accessor controller,5
property factory controller,1
Total,6921
