Unique Class Stereotype,Class Count
entity minimal-entity data-provider boundary,1
boundary data-class small-class,1
data-provider boundary degenerate,1
minimal-entity commander boundary,1
data-provider boundary data-class,1
entity data-provider boundary degenerate,1
data-provider boundary lazy-class,1
factory degenerate small-class,3
commander boundary degenerate,1
data-provider boundary data-class small-class,3
lazy-class degenerate,1
entity minimal-entity boundary,1
data-provider small-class,3
data-provider boundary small-class,29
factory controller small-class,1
data-provider boundary lazy-class small-class,1
entity boundary,44
lazy-class small-class,1
boundary degenerate,22
entity minimal-entity commander boundary,2
commander boundary,46
controller,4
boundary data-class,1
minimal-entity boundary,4
lazy-class,2
pure-controller degenerate,3
commander boundary small-class,40
commander,25
empty,117
controller small-class,10
unclassified,80
small-class,64
entity boundary small-class,32
pure-controller small-class,8
boundary,81
degenerate,50
large-class,1
data-provider boundary,17
degenerate small-class,18
entity commander boundary degenerate,1
boundary degenerate small-class,45
pure-controller degenerate small-class,60
entity commander boundary,27
entity data-provider boundary,5
data-provider,7
controller degenerate,2
entity boundary degenerate,4
commander small-class,13
commander boundary data-class small-class,1
data-provider data-class,1
boundary small-class,3
commander data-class small-class,1
Total,892
