Unique Method Stereotype,Method Count
property factory,2
predicate set,1
get predicate wrapper,1
get property factory,2
get property non-void-command collaborator,2
collaborator incidental,53
get,3
set collaborator,10
property non-void-command collaborator,134
property controller,37
get property wrapper,2
void-accessor command collaborator,37
property non-void-command factory collaborator,25
property non-void-command,11
factory wrapper stateless,8
predicate collaborator,1
void-accessor controller,9
property factory controller,11
copy-constructor,25
controller,40
incidental,27
property wrapper,33
wrapper stateless,372
set,25
void-accessor set collaborator,4
get property collaborator,3
constructor,579
get non-void-command,1
non-void-command collaborator,5
predicate wrapper,10
property set collaborator,4
property collaborator,6
stateless,1
predicate non-void-command collaborator,34
wrapper,45
empty,508
get property controller,2
factory controller,4
void-accessor wrapper,3
predicate non-void-command,10
command,40
property factory wrapper,8
property factory collaborator,7
controller stateless,153
non-void-command factory collaborator,8
get wrapper,2
get factory collaborator,1
command collaborator,187
property,5
get collaborator,4
get property set,1
property non-void-command factory,3
collaborator stateless,3
set factory collaborator,1
factory collaborator incidental,1
factory controller stateless,13
void-accessor command,8
factory collaborator stateless,1
destructor,3
void-accessor set,1
unclassified,1
predicate controller,7
get property non-void-command factory,1
predicate,1
Total,2550
