Unique Class Stereotype,Class Count
commander boundary lazy-class,1
entity data-provider boundary small-class,1
degenerate small-class,1
small-class,2
commander boundary data-class small-class,2
entity minimal-entity boundary,1
factory controller small-class,3
factory degenerate small-class,1
commander data-class small-class,1
boundary,1
lazy-class,2
commander small-class,2
factory controller,1
boundary degenerate small-class,5
entity commander boundary,3
data-provider boundary data-class small-class,1
commander boundary data-class,1
empty,56
unclassified,5
entity boundary,3
controller lazy-class small-class,1
commander boundary small-class,2
data-provider boundary small-class,1
commander lazy-class,1
commander,5
commander boundary,10
controller,1
boundary degenerate,2
Total,116
