Unique Class Stereotype,Class Count
factory controller data-class small-class,1
entity data-provider boundary,1
data-provider small-class,2
entity boundary,2
commander boundary degenerate,1
data-provider boundary lazy-class degenerate,1
boundary degenerate small-class,1
entity commander boundary,1
small-class,2
pure-controller degenerate small-class,1
data-class,3
commander boundary small-class,4
entity boundary data-class,3
commander,25
boundary,3
commander boundary data-class small-class,2
boundary data-class small-class,1
commander data-class small-class,6
empty,38
unclassified,7
commander boundary,9
commander small-class,19
entity data-class small-class,8
boundary small-class,10
degenerate small-class,1
Total,152
