Unique Class Stereotype,Class Count
commander degenerate,1
commander boundary lazy-class small-class,1
boundary lazy-class small-class,1
entity factory controller degenerate,1
commander boundary degenerate,3
data-provider,1
entity boundary lazy-class small-class,2
factory degenerate small-class,1
entity factory controller small-class,1
controller data-class small-class,1
data-provider boundary,2
boundary degenerate,16
commander boundary,30
factory pure-controller degenerate small-class,1
entity boundary small-class,23
small-class,7
boundary degenerate small-class,46
commander data-class,1
entity,2
controller small-class,2
unclassified,6
entity commander boundary,23
pure-controller degenerate small-class,18
pure-controller degenerate,5
entity factory controller,3
commander boundary small-class,45
degenerate small-class,14
empty,372
commander,8
data-provider boundary small-class,7
factory controller small-class,6
data-provider boundary degenerate,1
commander data-class small-class,2
boundary small-class,15
data-provider boundary data-class small-class,2
data-provider small-class,1
entity boundary,26
entity boundary degenerate,1
commander boundary data-class small-class,5
commander small-class,9
degenerate,8
boundary,15
pure-controller small-class,2
Total,737
