Unique Method Stereotype,Method Count
collaborator,1
factory wrapper stateless,1
non-void-command,6
get wrapper,2
property wrapper,4
get property set collaborator,2
wrapper,8
property set collaborator,2
command collaborator,29
controller stateless,282
wrapper stateless,74
set,32
constructor,344
factory wrapper,3
command,117
factory controller,1
empty,14
property controller,7
set collaborator,22
property non-void-command collaborator,37
predicate controller,2
non-void-command factory collaborator,3
non-void-command collaborator,8
predicate wrapper,1
predicate non-void-command collaborator,7
copy-constructor,1
get,8
get property non-void-command collaborator,1
collaborator incidental,21
property non-void-command,1
property non-void-command factory collaborator,3
property factory controller,1
predicate set collaborator,1
factory controller stateless,6
get set collaborator,5
get collaborator,10
property factory collaborator,1
collaborator stateless,2
Total,1070
