Unique Class Stereotype,Class Count
factory pure-controller degenerate small-class,1
degenerate small-class,1
entity,1
commander boundary small-class,3
factory controller small-class,1
minimal-entity boundary,2
pure-controller degenerate,27
commander data-class small-class,17
entity boundary,7
data-provider boundary small-class,1
commander,28
empty,208
unclassified,6
commander small-class,19
commander lazy-class degenerate,1
entity commander boundary,2
boundary degenerate small-class,24
degenerate,14
boundary data-class small-class,3
commander boundary data-class small-class,4
pure-controller degenerate small-class,14
controller small-class,3
boundary small-class,1
controller,4
commander boundary,4
boundary degenerate,4
entity boundary small-class,6
Total,406
