Unique Method Stereotype,Method Count
get property factory collaborator,1
property factory,3
unclassified,1
collaborator,5
property non-void-command,242
property non-void-command factory collaborator,144
collaborator incidental,45
get,322
get property non-void-command collaborator,8
get command collaborator,1
factory controller stateless,53
get collaborator,272
get controller,2
incidental,143
copy-constructor,40
wrapper stateless,476
property wrapper,105
get non-void-command collaborator,65
empty,174
set collaborator,64
property non-void-command collaborator,574
property controller,42
predicate controller,7
predicate non-void-command,81
predicate wrapper,24
factory collaborator stateless,44
predicate non-void-command collaborator,88
wrapper,61
get set,20
command,1007
property factory wrapper,19
constructor,853
factory controller,9
get property controller,2
set,84
property factory collaborator,34
non-void-command factory collaborator,65
controller stateless,772
factory wrapper stateless,36
predicate collaborator,2
get set collaborator,28
non-void-command collaborator,7
get non-void-command,60
get property wrapper,1
command collaborator,1433
property,10
property set collaborator,7
property collaborator,12
stateless,24
property factory controller,21
get property non-void-command factory collaborator,3
controller,103
factory collaborator,1
get non-void-command factory collaborator,2
get property set collaborator,1
predicate,6
get property non-void-command,1
property set,1
collaborator stateless,28
property non-void-command factory,4
factory wrapper,1
get property,1
get wrapper,16
Total,7761
