Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
factory,5
property factory,1
void-accessor command collaborator,2
collaborator stateless,117
set factory collaborator,1
property factory collaborator,146
property non-void-command,746
property non-void-command factory collaborator,356
incidental,752
copy-constructor,15
property non-void-command collaborator,4837
non-void-command,9
set collaborator,1704
property controller,304
get property controller,2
factory controller,229
empty,360
get,6144
collaborator incidental,584
get property non-void-command collaborator,173
non-void-command collaborator,19
get non-void-command,391
get property wrapper,10
predicate non-void-command collaborator,235
wrapper,172
get factory collaborator,1
get predicate non-void-command,2
non-void-command factory,3
get set,795
get non-void-command collaborator,989
property wrapper,170
property,102
command collaborator,10487
void-accessor command,1
factory controller stateless,331
factory stateless,5
constructor,3102
set,4145
get property non-void-command,7
get property collaborator,2
wrapper stateless,460
get controller,4
get collaborator,2794
controller stateless,1781
non-void-command factory collaborator,438
predicate controller,41
predicate non-void-command,214
property collaborator,24
stateless,86
property set collaborator,20
factory collaborator stateless,300
get set collaborator,1581
get property non-void-command factory collaborator,3
unclassified,10
controller,402
factory collaborator,3
command,4551
property factory wrapper,19
predicate wrapper,22
get property,3
predicate,53
get wrapper,7
get set factory collaborator,36
property factory controller,24
factory wrapper stateless,26
property set factory collaborator,11
property set,4
get property set collaborator,4
get non-void-command factory collaborator,8
Total,50386
