Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
commander boundary lazy-class small-class,1
large-class lazy-class degenerate,1
commander lazy-class small-class,2
entity boundary lazy-class degenerate,1
commander data-class small-class,1
boundary lazy-class,2
large-class,1
entity factory controller,2
data-provider lazy-class degenerate,2
factory controller degenerate,5
data-provider boundary data-class,8
lazy-class,9
lazy-class degenerate,34
controller degenerate,28
boundary lazy-class degenerate,5
data-provider data-class,16
boundary small-class,15
boundary degenerate small-class,90
data-provider data-class small-class,68
data-provider boundary data-class small-class,15
data-provider boundary,10
entity minimal-entity boundary,39
entity boundary degenerate,7
entity data-class small-class,1
factory degenerate small-class,27
commander boundary small-class,346
factory controller,6
entity small-class,5
commander boundary degenerate,3
boundary,319
controller lazy-class degenerate,3
degenerate,114
pure-controller small-class,55
commander boundary,546
degenerate small-class,101
boundary data-class small-class,15
entity commander boundary,98
minimal-entity commander boundary,3
pure-controller degenerate small-class,340
entity boundary small-class,256
entity minimal-entity commander boundary,2
small-class,156
commander boundary data-class small-class,10
commander,203
data-class,218
entity boundary,315
unclassified,526
controller small-class,102
commander lazy-class degenerate,1
boundary degenerate,43
commander lazy-class,2
commander small-class,89
boundary data-class,43
entity,4
empty,1175
data-provider lazy-class small-class,11
data-provider lazy-class,3
commander degenerate,18
data-class small-class,28
minimal-entity boundary,20
factory controller small-class,38
entity boundary data-class,2
pure-controller degenerate,72
entity data-provider boundary,6
factory pure-controller degenerate small-class,13
factory pure-controller degenerate,2
entity factory controller small-class,22
factory degenerate,6
data-provider boundary lazy-class degenerate,1
factory pure-controller small-class,9
lazy-class small-class,13
data-provider boundary small-class,30
controller,40
pure-controller,16
data-provider,18
entity minimal-entity factory controller,1
data-provider small-class,15
Total,5874
