Unique Class Stereotype,Class Count
commander data-class small-class,1
degenerate,1
entity minimal-entity boundary,1
entity data-provider boundary,1
entity boundary degenerate,1
data-provider small-class,1
pure-controller degenerate small-class,3
data-provider boundary small-class,1
pure-controller degenerate,2
boundary,4
commander small-class,3
small-class,3
entity boundary small-class,11
boundary degenerate small-class,2
entity commander boundary,1
commander boundary small-class,2
unclassified,10
empty,14
controller small-class,1
data-provider boundary,3
boundary small-class,1
boundary degenerate,1
commander boundary,6
controller,1
entity boundary,10
Total,85
