Unique Method Stereotype,Method Count
get set collaborator,2
predicate wrapper,2
get wrapper,2
predicate collaborator,1
predicate,4
property,3
predicate non-void-command,6
get property wrapper,4
controller stateless,53
property non-void-command collaborator,58
set collaborator,20
property controller,11
unclassified,3
command,33
empty,5
get collaborator,40
get set,2
wrapper,15
destructor,8
property set collaborator,3
command collaborator,78
collaborator,14
constructor,168
set,8
predicate controller,3
get non-void-command collaborator,2
property wrapper,6
get,15
collaborator incidental,140
get predicate wrapper,1
predicate non-void-command collaborator,5
incidental,4
controller,30
copy-constructor,24
property collaborator,33
property non-void-command,3
wrapper stateless,94
Total,903
