Unique Class Stereotype,Class Count
commander boundary,1
data-class,1
small-class,3
commander boundary data-class small-class,1
boundary small-class,7
unclassified,7
controller small-class,6
data-provider boundary data-class small-class,2
data-provider boundary,6
entity boundary small-class,1
entity boundary lazy-class degenerate,1
data-provider,3
controller,1
boundary degenerate,39
data-provider boundary small-class,4
empty,68
commander,3
degenerate small-class,4
pure-controller degenerate small-class,4
entity commander boundary,2
boundary degenerate small-class,6
entity boundary,11
data-class small-class,1
pure-controller small-class,22
boundary,9
degenerate,2
commander data-class,1
data-provider lazy-class small-class,1
entity data-provider boundary,2
data-provider boundary degenerate,4
boundary data-class,1
Total,224
