Unique Method Stereotype,Method Count
factory wrapper stateless,1
controller,3
collaborator stateless,3
stateless,5
empty,1
command,8
get,2
wrapper stateless,28
property controller,3
controller stateless,63
constructor,117
predicate non-void-command collaborator,1
property wrapper,2
property non-void-command,67
command collaborator,8
get non-void-command collaborator,1
non-void-command factory collaborator,1
predicate wrapper,1
property non-void-command collaborator,166
get property wrapper,1
wrapper,2
get non-void-command,1
get set,7
get collaborator,1
get set collaborator,5
Total,498
