Unique Class Stereotype,Class Count
degenerate small-class,1
commander,1
data-provider boundary small-class,2
degenerate,3
pure-controller degenerate small-class,4
entity boundary degenerate,1
boundary degenerate,2
commander boundary,1
entity data-provider boundary,1
boundary degenerate small-class,2
entity commander boundary,1
empty,23
unclassified,9
entity boundary small-class,1
small-class,2
data-provider data-class small-class,1
pure-controller degenerate,1
boundary,31
entity boundary,5
Total,92
