Unique Method Stereotype,Method Count
void-accessor command collaborator,1
get set factory collaborator,2
get predicate non-void-command collaborator,1
collaborator,1
factory collaborator stateless,4
predicate non-void-command,4
get set collaborator,1
property factory controller,4
void-accessor controller,2
property,5
predicate,8
collaborator incidental,26
wrapper stateless,130
factory wrapper,1
get collaborator,4
command collaborator,148
property wrapper,18
get non-void-command collaborator,8
factory controller,3
empty,44
command,28
property factory collaborator,4
factory collaborator incidental,1
predicate controller,7
non-void-command factory collaborator,12
constructor,161
set,11
get property factory wrapper,1
property factory wrapper,4
factory controller stateless,14
controller stateless,329
property non-void-command collaborator,100
property controller,14
set collaborator,12
predicate wrapper,1
non-void-command collaborator,107
predicate non-void-command collaborator,11
incidental,9
controller,66
copy-constructor,48
set factory collaborator,1
collaborator stateless,13
property set collaborator,7
stateless,3
get set,1
wrapper,28
predicate collaborator,2
factory wrapper stateless,2
property collaborator,3
property non-void-command,4
property non-void-command factory collaborator,19
Total,1438
