Unique Class Stereotype,Class Count
lazy-class,1
commander lazy-class,1
factory degenerate small-class,1
boundary small-class,3
commander boundary degenerate,1
boundary data-class small-class,2
data-provider boundary,1
data-provider boundary degenerate,1
controller degenerate,2
data-provider boundary data-class small-class,2
lazy-class degenerate,1
entity data-provider boundary,1
boundary degenerate,16
commander boundary,16
controller,4
degenerate small-class,14
entity boundary small-class,32
small-class,9
pure-controller degenerate small-class,48
entity commander boundary,10
boundary degenerate small-class,22
factory controller small-class,5
factory controller degenerate,1
controller small-class,14
unclassified,15
entity factory controller small-class,6
pure-controller degenerate,21
data-provider,2
entity boundary,7
commander boundary small-class,18
data-provider boundary small-class,10
empty,204
commander,2
degenerate,26
boundary,9
pure-controller small-class,2
pure-controller,7
commander small-class,2
entity boundary degenerate,1
boundary data-class,1
minimal-entity boundary,1
Total,542
