Unique Method Stereotype,Method Count
property command collaborator,1
get set collaborator,1
empty,19
void-accessor controller,5
stateless,1
property set collaborator,1
property set,1
non-void-command factory collaborator,1
predicate controller,5
predicate,27
void-accessor wrapper,5
wrapper stateless,40
property,44
predicate set collaborator,8
get collaborator,19
void-accessor set collaborator,7
get non-void-command,35
destructor,63
wrapper,46
get set,18
get,46
collaborator incidental,4
controller stateless,36
command,151
get property controller,1
constructor,105
set,38
copy-constructor,2
controller,4
incidental,32
predicate non-void-command collaborator,20
non-void-command collaborator,4
predicate wrapper,8
predicate non-void-command,13
set collaborator,28
property controller,7
property non-void-command collaborator,26
void-accessor collaborator,2
void-accessor command collaborator,37
void-accessor,4
property wrapper,11
get non-void-command collaborator,4
command collaborator,74
void-accessor command,3
property collaborator,19
predicate set,5
property non-void-command,14
Total,1045
