Unique Class Stereotype,Class Count
data-provider data-class small-class,1
data-provider degenerate,2
boundary data-class small-class,2
lazy-class,3
data-provider boundary data-class small-class,1
entity minimal-entity boundary,2
data-provider lazy-class small-class,1
controller,3
entity boundary small-class,8
small-class,18
data-provider small-class,10
data-provider boundary small-class,9
empty,170
commander,22
commander boundary small-class,13
entity minimal-entity commander boundary,1
commander boundary,31
boundary degenerate,9
commander small-class,8
controller degenerate,3
data-provider boundary degenerate,2
data-provider,22
data-provider boundary,20
unclassified,58
controller small-class,3
boundary,46
pure-controller small-class,2
degenerate,19
entity boundary,19
data-class small-class,9
degenerate small-class,11
pure-controller degenerate small-class,12
entity commander boundary,6
boundary degenerate small-class,21
entity data-provider boundary,3
commander boundary degenerate,3
boundary small-class,4
commander data-class small-class,3
Total,580
