Unique Method Stereotype,Method Count
get command collaborator,1
get property wrapper,1
factory collaborator stateless,1
collaborator,22
predicate controller,34
property non-void-command,154
property collaborator,230
property non-void-command factory collaborator,3
predicate set,1
collaborator incidental,63
get,174
get property non-void-command collaborator,2
factory controller stateless,1
void-accessor command,36
void-accessor controller,19
predicate,152
get controller,4
get collaborator,185
set collaborator,100
property non-void-command collaborator,364
property controller,68
wrapper stateless,227
predicate non-void-command,79
void-accessor wrapper,18
incidental,111
non-void-command factory collaborator,2
controller stateless,425
set,81
constructor,490
get property controller,2
unclassified,30
controller,50
factory collaborator,1
empty,47
command,489
factory wrapper stateless,1
predicate non-void-command collaborator,141
wrapper,32
get set,6
destructor,111
void-accessor command collaborator,295
copy-constructor,48
void-accessor collaborator,15
predicate collaborator,35
void-accessor,5
factory collaborator incidental,4
property set,7
property wrapper,38
get non-void-command collaborator,57
command collaborator,537
property,161
property factory collaborator,7
get non-void-command,34
get property collaborator,8
void-accessor set collaborator,12
get property non-void-command,7
get property,8
get wrapper,1
property set collaborator,2
get set collaborator,7
predicate wrapper,9
predicate set collaborator,8
Total,5263
