Method Stereotype,Stereotype Count
get,442
predicate,465
property,1109
void-accessor,48
set,224
command,1358
non-void-command,843
collaborator,2102
controller,603
wrapper,327
constructor,494
copy-constructor,48
destructor,112
factory,20
incidental,178
stateless,655
empty,47
unclassified,31
Total,9106
