Class Stereotype,Stereotype Count
entity,132
minimal-entity,13
data-provider,110
commander,104
boundary,415
factory,3
controller,18
pure-controller,22
large-class,0
lazy-class,17
degenerate,98
data-class,36
small-class,239
empty,186
unclassified,53
Total,1446
