Unique Class Stereotype,Class Count
data-provider boundary data-class,1
pure-controller degenerate,3
commander small-class,2
commander lazy-class degenerate,1
commander degenerate,1
boundary degenerate,2
controller,2
entity commander boundary,1
pure-controller degenerate small-class,9
entity data-provider boundary,9
data-provider lazy-class small-class,2
data-provider small-class,12
boundary data-class,1
boundary degenerate small-class,25
entity boundary small-class,6
small-class,16
commander boundary,4
data-provider data-class small-class,6
data-provider,46
lazy-class data-class small-class,1
boundary data-class small-class,3
data-provider boundary data-class small-class,11
data-provider boundary,31
commander data-class small-class,1
data-provider data-class,2
boundary small-class,8
unclassified,45
controller small-class,1
commander boundary small-class,2
boundary lazy-class,3
degenerate small-class,6
data-provider boundary small-class,20
empty,142
commander,7
data-class,1
entity data-provider boundary small-class,1
boundary,38
degenerate,16
entity boundary,19
data-class small-class,6
data-provider boundary degenerate,1
Total,514
