Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
property wrapper,57
get non-void-command collaborator,24
property collaborator,202
property non-void-command,25
predicate set,17
void-accessor command collaborator,194
get set collaborator,12
property non-void-command collaborator,62
property controller,45
set collaborator,63
wrapper stateless,91
void-accessor collaborator,41
copy-constructor,25
controller,32
incidental,84
predicate non-void-command collaborator,77
wrapper,17
destructor,45
empty,27
unclassified,30
command,215
collaborator,29
get,398
collaborator incidental,74
get property non-void-command collaborator,2
predicate,196
get predicate,2
controller stateless,163
constructor,311
set,113
command collaborator,217
property,208
get wrapper,8
get property collaborator,8
void-accessor set collaborator,8
get property wrapper,2
void-accessor command,53
property set collaborator,8
void-accessor,4
predicate collaborator,89
predicate set collaborator,5
void-accessor wrapper,5
predicate non-void-command,76
void-accessor set,4
get non-void-command,14
non-void-command collaborator,1
predicate controller,18
void-accessor controller,21
get property,15
property factory collaborator,1
get collaborator,277
get controller,2
property set,9
predicate wrapper,9
get predicate controller,1
get predicate collaborator,1
get property set collaborator,1
get set,7
get predicate non-void-command,2
Total,3748
