Unique Class Stereotype,Class Count
data-provider data-class,1
data-provider,1
entity minimal-entity boundary,1
factory small-class,1
controller degenerate,1
data-provider small-class,3
degenerate,1
boundary degenerate,4
commander boundary,30
commander small-class,5
unclassified,8
empty,37
entity boundary,7
pure-controller degenerate,1
boundary,11
commander boundary small-class,10
commander,13
minimal-entity boundary,1
degenerate small-class,2
pure-controller degenerate small-class,15
boundary degenerate small-class,2
entity commander boundary,10
boundary lazy-class small-class,1
small-class,6
entity boundary small-class,12
Total,184
