Unique Method Stereotype,Method Count
void-accessor command,1
predicate non-void-command,2
get property,1
unclassified,1
void-accessor set collaborator,1
void-accessor controller,1
predicate controller,4
predicate wrapper,1
predicate collaborator,4
destructor,25
wrapper,6
property set collaborator,2
property,6
void-accessor command collaborator,59
property non-void-command,3
property collaborator,40
constructor,92
wrapper stateless,89
command collaborator,132
property wrapper,3
get non-void-command collaborator,1
controller stateless,68
property non-void-command collaborator,44
property controller,13
set collaborator,38
get collaborator,59
set,11
get property collaborator,3
command,51
get command collaborator,1
collaborator incidental,32
get property non-void-command collaborator,9
get,34
predicate,19
get set collaborator,1
empty,7
factory controller,1
predicate non-void-command collaborator,9
incidental,28
controller,7
Total,909
