Unique Class Stereotype,Class Count
data-provider data-class small-class,1
data-provider,1
boundary degenerate small-class,1
data-provider boundary,1
boundary small-class,2
data-provider boundary data-class small-class,1
commander,2
empty,7
unclassified,3
entity boundary,9
data-class small-class,1
entity minimal-entity commander boundary,1
commander boundary,11
boundary degenerate,8
pure-controller degenerate small-class,5
boundary lazy-class degenerate,2
data-provider boundary lazy-class degenerate,2
boundary lazy-class,2
degenerate small-class,1
pure-controller,1
boundary,16
degenerate,3
pure-controller small-class,1
minimal-entity commander boundary,1
data-provider boundary data-class,1
entity boundary lazy-class degenerate,1
large-class degenerate,1
entity boundary small-class,1
commander boundary degenerate,2
commander boundary small-class,2
entity data-provider boundary,2
Total,93
