Unique Method Stereotype,Method Count
set collaborator,34
property non-void-command collaborator,84
property controller,22
collaborator incidental,62
get,76
get property non-void-command collaborator,4
get command collaborator,1
void-accessor set,1
wrapper stateless,64
predicate non-void-command,25
void-accessor wrapper,19
controller,27
incidental,71
factory controller stateless,7
void-accessor command,46
void-accessor command collaborator,121
copy-constructor,8
void-accessor collaborator,15
command collaborator,237
property,92
property collaborator,101
property non-void-command,54
property non-void-command factory collaborator,1
predicate set,3
get collaborator,94
unclassified,12
empty,42
property factory wrapper,2
command,288
property set,3
set,67
constructor,266
get property controller,1
predicate non-void-command collaborator,23
wrapper,89
get set,2
destructor,51
property wrapper,52
get non-void-command collaborator,14
get property set,1
property factory collaborator,2
controller stateless,62
non-void-command factory collaborator,11
predicate controller,12
factory collaborator stateless,2
predicate wrapper,25
get non-void-command,6
non-void-command collaborator,3
void-accessor,6
predicate collaborator,38
factory wrapper stateless,4
get wrapper,2
void-accessor controller,11
collaborator,15
get non-void-command factory collaborator,2
predicate,23
get property non-void-command,1
get set collaborator,2
get property,1
factory wrapper,1
Total,2411
