Unique Method Stereotype,Method Count
property set collaborator,1
factory collaborator incidental,1
void-accessor command collaborator,3
collaborator stateless,2
get non-void-command,6
wrapper,5
command collaborator,20
property factory controller,2
empty,1
factory controller,2
controller stateless,640
wrapper stateless,427
constructor,151
property factory wrapper,3
property non-void-command factory collaborator,53
property non-void-command,22
predicate non-void-command,2
non-void-command collaborator,125
predicate wrapper,1
factory wrapper stateless,77
get non-void-command collaborator,25
property wrapper,6
copy-constructor,9
predicate non-void-command collaborator,1
factory controller stateless,11
command,7
void-accessor controller,2
predicate controller,2
property controller,15
property non-void-command collaborator,204
set collaborator,5
get wrapper,2
Total,1833
