Unique Method Stereotype,Method Count
factory stateless,1
property factory controller,1
get non-void-command factory collaborator,1
factory collaborator stateless,2
factory incidental,1
copy-constructor,28
incidental,56
predicate,55
get set collaborator,10
property non-void-command,73
property collaborator,93
property non-void-command factory collaborator,5
collaborator,32
get,39
collaborator incidental,50
get property non-void-command collaborator,2
property non-void-command collaborator,128
property controller,25
wrapper stateless,40
constructor,369
set,45
get non-void-command collaborator,23
property wrapper,43
unclassified,23
controller,35
factory collaborator,3
command,142
empty,39
get property controller,1
factory controller,1
predicate non-void-command collaborator,14
wrapper,33
non-void-command factory,1
get set,5
get non-void-command,9
get property wrapper,1
destructor,45
command collaborator,182
property,45
get controller,3
get collaborator,82
predicate controller,5
controller stateless,80
non-void-command factory collaborator,2
property set collaborator,13
void-accessor wrapper,1
predicate non-void-command,16
predicate wrapper,6
set collaborator,64
non-void-command,1
predicate set collaborator,1
property factory collaborator,1
get property collaborator,1
get property non-void-command,9
factory controller stateless,1
void-accessor command,6
get property set,2
get wrapper,3
predicate collaborator,15
void-accessor,1
void-accessor command collaborator,4
factory wrapper,1
get property factory collaborator,1
collaborator stateless,1
Total,2021
