Unique Method Stereotype,Method Count
get,18
factory controller,2
predicate non-void-command collaborator,2
property wrapper,3
factory wrapper stateless,1
get factory collaborator,1
get non-void-command,1
wrapper,1
collaborator incidental,4
factory controller stateless,3
property factory collaborator,1
wrapper stateless,8
collaborator stateless,2
property non-void-command,5
set collaborator,6
set,31
constructor,41
predicate non-void-command,1
property non-void-command collaborator,19
non-void-command factory collaborator,4
empty,7
command,74
property non-void-command factory collaborator,2
command collaborator,44
get collaborator,7
incidental,1
controller stateless,9
property controller,3
Total,301
