Unique Class Stereotype,Class Count
lazy-class degenerate,1
entity minimal-entity boundary,3
commander boundary data-class,1
commander boundary,1
data-class,2
data-provider boundary lazy-class degenerate,2
boundary lazy-class degenerate,1
controller degenerate,1
boundary data-class small-class,1
degenerate small-class,12
entity boundary small-class,22
data-provider data-class small-class,10
controller,4
data-provider,73
lazy-class,1
pure-controller small-class,6
degenerate,6
boundary,354
pure-controller degenerate,1
boundary degenerate,8
data-provider boundary,427
data-provider lazy-class,2
data-provider boundary data-class small-class,11
controller small-class,3
unclassified,92
boundary degenerate small-class,847
small-class,15
data-provider small-class,21
data-provider boundary small-class,15
empty,2797
commander,10
entity commander boundary,3
pure-controller degenerate small-class,9
data-class small-class,3
entity boundary,44
data-provider lazy-class small-class,3
commander data-class,1
commander boundary small-class,6
entity factory controller degenerate,2
entity data-provider boundary,13
boundary data-class,91
minimal-entity boundary,28
commander data-class small-class,1
data-provider data-class,3
boundary small-class,6
factory degenerate,2
entity boundary degenerate,3
commander small-class,13
commander boundary data-class small-class,2
Total,4983
