Unique Method Stereotype,Method Count
get non-void-command,1
get wrapper,5
property factory collaborator,2
set collaborator,50
property controller,34
property non-void-command collaborator,83
factory controller stateless,5
void-accessor command,7
incidental,63
get predicate non-void-command collaborator,5
factory stateless,3
get predicate non-void-command,1
collaborator incidental,26
get,44
get property non-void-command collaborator,5
property wrapper,36
get non-void-command collaborator,10
unclassified,13
controller,110
factory collaborator,1
empty,36
command,363
get controller,2
get collaborator,88
void-accessor command collaborator,70
copy-constructor,8
void-accessor collaborator,10
stateless,1
property collaborator,84
predicate set,6
property non-void-command factory collaborator,3
property non-void-command,8
wrapper stateless,229
constructor,367
factory controller,1
get property controller,1
set,74
get property collaborator,4
destructor,134
predicate non-void-command collaborator,82
wrapper,40
predicate non-void-command,13
predicate,64
command collaborator,579
property,25
predicate set collaborator,9
predicate controller,18
controller stateless,447
non-void-command factory collaborator,1
factory collaborator stateless,13
predicate wrapper,17
get set collaborator,2
property command collaborator,2
collaborator,30
set factory collaborator,1
predicate collaborator,17
property set collaborator,5
get property,1
property set factory collaborator,1
void-accessor controller,14
property factory controller,1
factory collaborator incidental,2
Total,3377
