Method Stereotype,Stereotype Count
get,169
predicate,232
property,295
void-accessor,101
set,148
command,1021
non-void-command,212
collaborator,1185
controller,633
wrapper,327
constructor,367
copy-constructor,8
destructor,134
factory,34
incidental,91
stateless,698
empty,36
unclassified,13
Total,5704
