Unique Method Stereotype,Method Count
property wrapper,1
get non-void-command collaborator,1
predicate wrapper,1
predicate,1
property set,1
get non-void-command,3
get collaborator,26
wrapper stateless,15
set,107
constructor,27
command collaborator,133
factory controller stateless,1
get set collaborator,1
controller stateless,86
command,113
factory controller,1
empty,3
set collaborator,26
property controller,10
property non-void-command collaborator,65
non-void-command factory collaborator,31
predicate non-void-command,8
wrapper,1
get set,12
stateless,1
property set collaborator,2
copy-constructor,1
incidental,3
controller,15
predicate non-void-command collaborator,8
get non-void-command factory collaborator,3
property non-void-command,23
property non-void-command factory collaborator,3
get,101
collaborator incidental,2
get property non-void-command collaborator,1
Total,837
