Unique Method Stereotype,Method Count
get predicate wrapper,1
get predicate,3
get predicate non-void-command collaborator,1
get predicate collaborator,3
predicate set,10
collaborator incidental,298
get,487
get property non-void-command collaborator,19
non-void-command,1
set collaborator,465
property controller,151
property non-void-command collaborator,652
predicate,271
wrapper stateless,558
predicate controller,42
controller stateless,1169
non-void-command factory collaborator,22
property wrapper,208
get non-void-command collaborator,49
constructor,1822
unclassified,76
property factory wrapper,2
command,1579
property non-void-command,128
property collaborator,942
property non-void-command factory collaborator,8
incidental,330
controller,407
set,602
get predicate non-void-command,1
get set,36
predicate non-void-command collaborator,331
wrapper,161
property set collaborator,26
destructor,270
non-void-command collaborator,3
get non-void-command,37
get property non-void-command,1
get property collaborator,12
void-accessor set collaborator,3
get property wrapper,11
property,314
command collaborator,3063
collaborator,255
get set collaborator,17
get collaborator,640
get controller,12
get predicate controller,1
predicate wrapper,40
property set,23
factory collaborator incidental,3
void-accessor wrapper,8
predicate non-void-command,120
copy-constructor,173
void-accessor collaborator,28
predicate collaborator,202
void-accessor,9
void-accessor command collaborator,54
property factory collaborator,38
get property,10
get set factory collaborator,2
property factory controller,7
void-accessor controller,14
factory collaborator stateless,5
get property controller,5
factory controller,12
empty,234
predicate set collaborator,18
factory controller stateless,25
void-accessor command,47
get predicate set,1
get wrapper,22
get non-void-command factory collaborator,5
property command collaborator,2
Total,16607
