Class Stereotype,Stereotype Count
entity,228
minimal-entity,9
data-provider,286
commander,790
boundary,1307
factory,15
controller,32
pure-controller,494
large-class,4
lazy-class,29
degenerate,661
data-class,104
small-class,1400
empty,1377
unclassified,179
Total,6915
