Unique Class Stereotype,Class Count
entity boundary lazy-class degenerate,1
factory controller,1
data-provider lazy-class,1
data-provider boundary lazy-class small-class,1
boundary lazy-class small-class,1
entity boundary data-class small-class,1
entity boundary degenerate,2
controller data-class small-class,3
degenerate,62
pure-controller small-class,77
boundary,176
large-class,2
degenerate small-class,46
boundary lazy-class,3
entity commander boundary,32
factory pure-controller degenerate small-class,6
commander lazy-class degenerate,1
boundary degenerate,25
boundary data-class small-class,29
lazy-class data-class small-class,3
data-provider lazy-class degenerate,2
boundary degenerate small-class,106
unclassified,184
controller small-class,26
entity small-class,4
pure-controller degenerate small-class,312
entity boundary small-class,343
data-provider data-class,5
boundary small-class,18
commander data-class small-class,1
pure-controller,1
controller,11
data-provider boundary small-class,85
entity data-provider boundary,36
pure-controller degenerate,81
data-provider small-class,28
data-provider boundary data-class small-class,13
data-provider data-class small-class,22
data-provider,51
commander boundary,72
small-class,98
entity minimal-entity commander boundary,1
commander boundary data-class small-class,11
data-class,5
commander,69
entity boundary,142
data-provider degenerate,1
data-provider boundary data-class,6
data-provider boundary lazy-class,2
data-provider boundary,78
entity minimal-entity boundary,7
commander small-class,45
boundary data-class,2
lazy-class,3
boundary large-class,2
commander boundary small-class,104
controller degenerate,2
boundary lazy-class degenerate,2
commander degenerate,1
data-class small-class,5
factory controller small-class,5
data-provider boundary lazy-class degenerate,3
lazy-class small-class,1
factory degenerate small-class,3
lazy-class degenerate,2
data-provider boundary degenerate,3
commander lazy-class small-class,1
empty,1371
data-provider lazy-class small-class,2
Total,3851
