Unique Class Stereotype,Class Count
commander boundary data-class,1
entity,2
degenerate small-class,2
data-provider boundary degenerate,1
factory controller small-class,7
controller,1
factory pure-controller degenerate small-class,1
entity factory controller,1
lazy-class small-class,1
entity boundary,13
pure-controller degenerate,13
entity boundary small-class,28
small-class,5
commander boundary,13
boundary degenerate,8
commander boundary small-class,24
empty,185
commander,5
data-provider boundary small-class,5
factory degenerate small-class,2
controller degenerate,4
pure-controller degenerate small-class,102
factory pure-controller small-class,3
entity commander boundary,14
boundary degenerate small-class,21
boundary data-class small-class,9
commander small-class,2
entity boundary degenerate,3
commander boundary data-class small-class,1
controller small-class,3
unclassified,7
factory controller data-class,1
boundary small-class,2
factory degenerate,2
boundary,6
degenerate,3
Total,501
