Unique Method Stereotype,Method Count
collaborator,1
wrapper,1
property collaborator,1
property non-void-command factory collaborator,7
predicate non-void-command,2
property factory collaborator,5
factory collaborator,2
get property non-void-command factory collaborator,1
property factory wrapper,1
get set collaborator,8
factory controller stateless,1
factory collaborator incidental,3
controller stateless,235
property non-void-command collaborator,140
set collaborator,17
property controller,5
wrapper stateless,53
non-void-command collaborator,88
command collaborator,112
command,42
factory controller,3
empty,17
constructor,156
set,6
factory collaborator stateless,7
property set collaborator,9
get non-void-command collaborator,17
property wrapper,17
incidental,3
controller,9
copy-constructor,6
predicate non-void-command collaborator,9
void-accessor collaborator,1
void-accessor command collaborator,6
set factory collaborator,3
collaborator stateless,10
get property non-void-command collaborator,4
collaborator incidental,19
get collaborator,3
non-void-command factory collaborator,33
predicate controller,1
Total,1064
