Unique Class Stereotype,Class Count
controller degenerate,1
entity minimal-entity boundary,2
factory small-class,1
data-provider boundary data-class,1
pure-controller degenerate,1
entity data-provider boundary,1
factory pure-controller degenerate small-class,3
controller,1
commander boundary degenerate,4
data-provider boundary data-class small-class,1
boundary data-class small-class,4
boundary degenerate small-class,20
commander lazy-class degenerate,2
entity boundary small-class,19
small-class,11
entity small-class,2
commander,4
empty,829
data-class,1
factory pure-controller small-class,2
entity commander boundary,14
pure-controller degenerate small-class,16
degenerate small-class,14
factory pure-controller,1
data-provider boundary small-class,7
commander boundary small-class,49
commander boundary data-class small-class,16
entity boundary degenerate,4
commander small-class,3
commander data-class,3
commander boundary,22
boundary degenerate,17
unclassified,20
controller small-class,9
data-provider boundary,1
pure-controller small-class,1
boundary,23
degenerate,1
data-class small-class,1
entity boundary,26
boundary small-class,2
commander data-class small-class,3
factory controller small-class,7
commander boundary lazy-class degenerate,4
data-provider,1
Total,1175
