Unique Class Stereotype,Class Count
data-provider,3
data-provider boundary data-class,1
degenerate,1
small-class,1
unclassified,3
empty,11072
boundary,7
boundary small-class,530
data-provider boundary,6
commander,3
data-provider boundary small-class,1
data-provider small-class,1
commander lazy-class degenerate,1
boundary degenerate small-class,1
data-provider data-class,3
entity boundary,5
entity data-provider boundary,5
boundary degenerate,1
commander boundary,3
commander data-class,1
data-provider degenerate,1
Total,11650
