Unique Method Stereotype,Method Count
predicate set collaborator,8
get set collaborator,638
property factory wrapper,2
get predicate collaborator,2
empty,2
get property non-void-command,2
get property,89
property set,4
get wrapper,4
predicate controller,6
void-accessor command,2
get non-void-command,4
void-accessor wrapper,4
wrapper stateless,153
get collaborator,2308
controller,8
copy-constructor,29
predicate non-void-command collaborator,247
incidental,1381
predicate,1067
command collaborator,440
property wrapper,74
get non-void-command collaborator,14
controller stateless,14
property,194
destructor,232
get set,13
wrapper,533
property set collaborator,14
predicate collaborator,16
command,444
unclassified,137
get property controller,2
constructor,2071
get property collaborator,4
set,469
collaborator,172
set collaborator,416
property controller,44
property non-void-command collaborator,164
predicate non-void-command,56
predicate wrapper,88
non-void-command collaborator,29
get,131
collaborator incidental,1418
property factory controller,2
property non-void-command,8
predicate set,6
property collaborator,309
Total,13474
