Unique Class Stereotype,Class Count
entity data-provider boundary small-class,1
data-provider boundary data-class small-class,1
boundary lazy-class degenerate,2
factory pure-controller degenerate small-class,1
factory controller data-class small-class,2
data-provider boundary small-class,9
factory degenerate small-class,2
data-provider boundary,2
boundary degenerate,2
factory controller small-class,1
commander boundary lazy-class degenerate,3
data-provider boundary degenerate,1
unclassified,7
commander lazy-class degenerate,1
boundary degenerate small-class,49
commander data-class small-class,1
boundary small-class,7
boundary data-class small-class,4
commander boundary,26
entity minimal-entity commander boundary,1
commander boundary lazy-class,1
pure-controller small-class,5
boundary,14
degenerate,3
commander boundary degenerate,4
commander boundary small-class,14
entity boundary,11
entity boundary small-class,8
small-class,3
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,9
factory controller,1
empty,215
commander,8
entity small-class,1
factory pure-controller small-class,1
entity commander boundary,13
pure-controller degenerate small-class,4
degenerate small-class,23
data-provider small-class,3
Total,466
