Method Stereotype,Stereotype Count
get,29
predicate,12
property,111
void-accessor,64
set,128
command,370
non-void-command,113
collaborator,663
controller,89
wrapper,292
constructor,269
copy-constructor,1
destructor,4
factory,42
incidental,139
stateless,266
empty,7
unclassified,1
Total,2600
