Unique Class Stereotype,Class Count
lazy-class data-class,1
boundary large-class,1
entity boundary lazy-class degenerate,1
controller degenerate,2
commander boundary data-class,2
factory controller,1
factory small-class,7
controller small-class,18
lazy-class degenerate,3
data-provider small-class,4
entity factory controller degenerate,3
entity commander boundary,25
boundary lazy-class degenerate,2
entity,3
commander data-class,1
factory degenerate small-class,28
entity degenerate,4
data-provider boundary,7
entity minimal-entity boundary,7
boundary,126
pure-controller small-class,8
entity data-provider boundary degenerate,2
data-provider boundary lazy-class degenerate,1
commander boundary small-class,60
data-provider lazy-class small-class,1
empty,540
entity small-class,4
unclassified,153
commander lazy-class degenerate,1
boundary degenerate,104
commander boundary,90
small-class,51
entity minimal-entity commander boundary,2
entity boundary degenerate,24
commander lazy-class,1
boundary data-class,2
commander small-class,102
boundary lazy-class,5
degenerate small-class,96
data-provider boundary lazy-class,2
data-provider,6
commander boundary lazy-class degenerate,1
lazy-class data-class small-class,1
boundary data-class small-class,3
data-provider lazy-class degenerate,4
data-provider degenerate,5
data-provider boundary data-class,2
pure-controller degenerate small-class,45
entity boundary small-class,55
minimal-entity commander boundary,2
factory pure-controller small-class,1
lazy-class small-class,2
commander data-class small-class,12
boundary degenerate small-class,72
entity boundary lazy-class,2
boundary small-class,10
entity data-provider boundary,14
pure-controller degenerate,7
commander boundary degenerate,5
degenerate,71
controller lazy-class degenerate,1
controller,3
data-provider boundary small-class,19
pure-controller,1
data-provider data-class small-class,1
data-provider boundary data-class small-class,6
lazy-class,4
commander degenerate,3
data-class small-class,6
factory controller small-class,15
commander lazy-class small-class,5
commander,112
commander boundary data-class small-class,8
entity boundary,110
data-class,3
Total,2112
