Unique Method Stereotype,Method Count
get predicate collaborator,2
destructor,3
get predicate non-void-command collaborator,3
get property factory collaborator,1
get set factory,12
void-accessor set,15
property set,11
factory stateless,3
property factory,5
void-accessor,5
predicate collaborator,34
get property wrapper,2
get predicate wrapper,1
get property,7
get set,7
predicate set,6
void-accessor collaborator,2
copy-constructor,15
get property non-void-command,5
get property collaborator,14
void-accessor set collaborator,41
collaborator incidental,479
get,211
get property non-void-command collaborator,16
property non-void-command collaborator,353
property controller,55
get set collaborator,25
get predicate,4
factory wrapper stateless,78
property non-void-command,113
stateless,41
property collaborator,102
property non-void-command factory collaborator,61
wrapper stateless,525
incidental,570
factory wrapper,4
set,453
constructor,887
empty,223
get property controller,1
factory controller,14
factory collaborator stateless,141
predicate non-void-command collaborator,148
wrapper,170
property factory collaborator,110
predicate controller,28
controller stateless,296
non-void-command factory collaborator,44
property wrapper,90
get non-void-command collaborator,24
void-accessor command collaborator,308
property,98
command collaborator,1139
predicate,123
void-accessor wrapper,25
predicate non-void-command,66
predicate wrapper,24
non-void-command collaborator,60
get non-void-command,14
collaborator stateless,13
collaborator,20
set factory collaborator,4
factory collaborator incidental,13
property set factory collaborator,4
set collaborator,376
non-void-command,23
property set collaborator,31
command,976
property factory wrapper,39
predicate set collaborator,10
get collaborator,352
get controller,1
void-accessor command,43
factory controller stateless,15
get set factory collaborator,19
void-accessor controller,52
property factory controller,15
get property non-void-command factory collaborator,2
controller,151
factory collaborator,20
unclassified,16
get non-void-command factory collaborator,10
get wrapper,10
Total,9532
