Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,2
data-provider,1
degenerate small-class,4
entity boundary small-class,17
small-class,5
entity,2
boundary degenerate small-class,11
commander boundary,9
factory pure-controller degenerate small-class,1
controller,1
boundary degenerate,7
controller small-class,2
unclassified,6
entity boundary,26
factory degenerate small-class,2
controller degenerate,1
commander boundary small-class,14
data-provider boundary small-class,1
entity small-class,5
factory controller,3
empty,263
commander,2
boundary data-class small-class,2
commander small-class,5
entity boundary degenerate,2
entity factory controller,8
degenerate,8
boundary,6
pure-controller small-class,2
entity commander boundary,6
pure-controller degenerate small-class,9
commander data-class small-class,1
factory degenerate,1
Total,435
