Unique Method Stereotype,Method Count
void-accessor controller,2
void-accessor command,5
property,1
destructor,1
get set collaborator,1
get set factory collaborator,1
void-accessor command collaborator,6
get wrapper,1
factory wrapper stateless,5
get collaborator,4
get set,1
wrapper,3
controller stateless,40
set collaborator,3
property controller,3
property non-void-command collaborator,239
predicate non-void-command,4
command collaborator,59
get property collaborator,1
set,5
constructor,137
wrapper stateless,63
predicate wrapper,1
non-void-command collaborator,53
get property set collaborator,1
property collaborator,1
property non-void-command,18
property non-void-command factory collaborator,42
property set,1
factory collaborator incidental,9
command,32
empty,14
collaborator stateless,6
set factory collaborator,1
get property wrapper,1
get non-void-command,3
property set collaborator,6
factory collaborator stateless,2
get,1
collaborator incidental,19
get non-void-command collaborator,1
property wrapper,17
incidental,12
copy-constructor,30
controller,2
predicate non-void-command collaborator,5
property factory collaborator,2
non-void-command factory collaborator,52
predicate controller,1
predicate,2
factory controller stateless,3
Total,923
