Unique Class Stereotype,Class Count
controller,1
data-provider,2
data-provider data-class small-class,1
entity factory controller small-class,4
pure-controller degenerate,4
degenerate,4
pure-controller small-class,5
boundary,9
lazy-class,1
boundary degenerate small-class,5
commander boundary small-class,9
boundary degenerate,1
commander boundary,1
commander data-class small-class,1
boundary small-class,4
factory controller,1
commander,3
empty,61
unclassified,18
entity commander boundary,1
pure-controller degenerate small-class,14
data-class,2
data-provider small-class,2
entity boundary,4
factory controller small-class,4
controller degenerate,1
commander small-class,1
commander boundary data-class small-class,1
small-class,1
entity data-provider boundary,1
boundary data-class,1
minimal-entity boundary,1
degenerate small-class,1
Total,170
