Unique Class Stereotype,Class Count
factory controller small-class,1
entity factory controller small-class,1
data-provider boundary,2
controller small-class,3
data-provider,2
data-provider data-class small-class,2
lazy-class,2
boundary,7
entity boundary,2
data-class small-class,1
degenerate,2
degenerate small-class,2
entity boundary degenerate,1
data-provider boundary lazy-class,2
controller,4
commander boundary,4
entity boundary small-class,2
small-class,4
empty,51
unclassified,21
data-provider boundary small-class,1
commander,4
commander boundary small-class,3
boundary degenerate small-class,1
entity commander boundary,2
data-class,1
pure-controller degenerate small-class,4
Total,132
