Method Stereotype,Stereotype Count
get,680
predicate,165
property,1410
void-accessor,181
set,196
command,347
non-void-command,835
collaborator,1917
controller,433
wrapper,944
constructor,1226
copy-constructor,123
destructor,94
factory,0
incidental,196
stateless,986
empty,32
unclassified,49
Total,9814
