Unique Method Stereotype,Method Count
get controller,3
property set,25
property command collaborator,1
get wrapper,14
predicate set collaborator,3
predicate controller,11
predicate non-void-command,16
void-accessor controller,5
collaborator,16
predicate wrapper,21
non-void-command collaborator,2
empty,32
predicate,73
property set collaborator,26
get collaborator,430
destructor,94
predicate collaborator,16
void-accessor set collaborator,8
get non-void-command,36
get set,5
wrapper,28
get property non-void-command collaborator,3
get,139
collaborator incidental,83
command collaborator,74
controller stateless,296
command,116
unclassified,49
constructor,1226
get property collaborator,5
set,59
property non-void-command collaborator,711
property controller,99
set collaborator,43
predicate set,6
property non-void-command,23
property collaborator,285
void-accessor collaborator,4
void-accessor command collaborator,143
property,48
void-accessor wrapper,7
wrapper stateless,690
void-accessor set,1
get set collaborator,20
controller,19
copy-constructor,123
incidental,113
predicate non-void-command collaborator,19
get non-void-command collaborator,25
property wrapper,184
void-accessor command,13
Total,5491
